usluga,tip,cena,grad,sira_lokacija,uza_lokacija,adresa,povrsina,plac,broj_soba,uknjizenost,grejanje,broj_etaza,stanje,godina_izgradnje,spratnost,lift,infrastruktura,parking,garaza,unutrasnje_prostorije,namestenost,opremljenost,useljivo,orijentacija_nekretnine,tip_objekta,tip_stana,tip_kuce,sifra_oglasa,opis,link,latitude,longitude,udaljenost_od_centra
prodaja,stan,360.000 €,Beograd,Vračar,Čubura,Cara NIKOLAJA II,95m²,,3 sobe,uknjiženo,centralno grejanje,,novo,2016. godine,5/8 spratova (nije poslednji sprat),ima lift (1),terasa,,"2 garažna mesta, u sklopu zgrade","kupatilo, toalet, kuhinja",namešteno,"telefon, kablovska, internet, interfon, TV, klima, ventilacija, veš mašina, kuhinjski elementi, sudo mašina, frižider, zamrzivač, mikrotalasna rerna, rerna, šporet, ležaj, plakar, ugradni plakar",useljivo,"jug, istok, sever, ka ulici, ka dvorištu",stambeni,,,,"odličan luksuzan stan veoma komforan, funkcionalnog rasporeda sa dva mokra čvora. Stan je dvostrano orjentisan veoma svetao i osunčan , sa prelepim neometanim pogledom ka Avali i ka Novom Beogradu. Spavaći blok je funkcionalno odvojen sa dve komotne spavaće sobe, iz manje sobe se izlazi na terasu dvorišno orjentisanu. Kompletno je namešten i opremljen, urađena rasveta, grejanje je po utrošku, klimatizovan. Dnevni boravak je veoma komforan, izrazito svetao jedan zid je sav u prozorima sa fantastoičnim pogledom. Odmah useljiv.Za preporukuagencijska provizija 2%",https://www.4zida.rs/prodaja/stanovi/beograd/oglas/cara-nikolaja-ii/6158a5a5847cc9381351b76f,44.797821,20.4767608,2.7254127047842673
prodaja,stan,65.000 €,Beograd,Čukarica opština,Čukarica,Kraljice Katarine,32m²,,0.5 soba,uknjiženo,centralno grejanje,,uobičajeno stanje,1988. godine,4/5 spratova (nije poslednji sprat),ima lift (1),"podrum, lođa",,,kupatilo,prazno,"telefon, kablovska, internet, interfon, klima",useljivo,,,,,1183,Odlična garsonjera sa malom lodjom ! Dobra uredna zgrada sa liftom. Stan nije bio sredjen pre slikanja pa možda deluje neuredno. Istočno orijentisana. Ispred zgrade se obično nadje mesto i za kola. Predivna lokacija na 5.minuta od košutnjaka !! Odlična autobuska veza sa gradom. Odmah useljiva !!!Prednost keš kupcima !!,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/kraljice-katarine/619f684737b023619b4c7cca,44.765594,20.5675137,10.502604695310662
prodaja,stan,24.000 €,Beograd,Čukarica opština,Sremčica,Porodice Tanasijević,30m²,,1 soba,uknjiženo,grejanje na struju,,,,1/2 sprata (nije poslednji sprat),,terasa,,,kupatilo,prazno,telefon,,,,,,4027,"ODLIČNA  PONUDAUknjižen, izuzetan, jednosoban stan na odličnoj lokaciju u zgradi sa malim brojem stanova. Stan je u izvornom stanju, očuvan i odmah useljiv. Sastoji se od prostranog ulaznog hodnika, velike dnevne sobe, male kuhinje, kupatila i velike terase sa otvorenim pogledom. Terasa je proširena, ozidana i moguće je od nje napraviti sobu po potrebi. Zgrada uredna i održavana. Dobra saobraćajna povezanost  sa svim delovima grada.Minimalna agencijska provizija u skladu sa opštim uslovima poslovanjaAgent: Snježana Brašnjović  br. licence 2704 “Art nekretnine“ d.o.o. Beograd. Reg. br.339011/4016-236011/4016-237www.artnekretnine.com",https://www.4zida.rs/prodaja/stanovi/beograd/oglas/porodice-tanasijevic/619f69fc852b88651f60d6c3,44.6543314,20.3959209,18.808106544956807
prodaja,stan,132.000 €,Beograd,Zvezdara opština,Severni Bulevar,Milete Jakšića,58m²,,2 sobe,,,,novo,,3/4 sprata (nije poslednji sprat),ima lift (1),terasa,,,kupatilo,prazno,"telefon, interfon",,,,,,1056,"BEZ PROVIZIJE !Stan na atrativnoj lokaciji na 3 spratu.Stan je 50.25m2 sa terasom od 7.63m2Cena stana je sa PDV-om.Rok za završetak zgrade je jun 2022. godine.Ulazna vrata :  sigurnosnaSpoljna stolarija : aluminijumska sa električnim roletnamaParket : hrastov 1 klaseKeramika : italijanska ili španska 1 klaseSanitarije : italijanske ili španske 1 klase, tuš kabinaUnutrašnja stolarija : farbani medijapan u beloj bojiGrejanje/hlađenje : toplotne pumpePodno grejanje : u kuhinji i kupatiluAgencijska provizija 0%Agent:  Ivanka Bogosav      br. licence 640      “Art nekretnine“ d.o.o. Beograd. Reg. br.339011/4016-236011/4016-237www.artnekretnine.com",https://www.4zida.rs/prodaja/stanovi/beograd/oglas/milete-jaksica/619f6a0d852b88651f60d82c,44.8057102,20.4964001,3.400655067525601
prodaja,stan,183.270 €,Beograd,Zvezdara opština,Severni Bulevar,Milete Jakšića,77m²,,3 sobe,,,,novo,,3/4 sprata (nije poslednji sprat),ima lift (1),terasa,,,kupatilo,prazno,"telefon, interfon",,,,,,1054,"BEZ PROVIZIJE !Stan na atrativnoj lokaciji na 3 spratu.Stan je 68.45m2 sa terasom od 8.78m2Cena stana je sa PDV-om.Rok za završetak zgrade je jun 2022. godine.Ulazna vrata :  sigurnosnaSpoljna stolarija : aluminijumska sa električnim roletnamaParket : hrastov 1 klaseKeramika : italijanska ili španska 1 klaseSanitarije : italijanske ili španske 1 klase, tuš kabinaUnutrašnja stolarija : farbani medijapan u beloj bojiGrejanje/hlađenje : toplotne pumpePodno grejanje : u kuhinji i kupatiluAgencijska provizija 0%Agent:  Ivanka Bogosav               br. licence 640      “Art nekretnine“ d.o.o. Beograd. Reg. br.339011/4016-236011/4016-237www.artnekretnine.com",https://www.4zida.rs/prodaja/stanovi/beograd/oglas/milete-jaksica/619f6a0f852b88651f60d830,44.8057102,20.4964001,3.400655067525601
prodaja,stan,183.270 €,Beograd,Zvezdara opština,Severni Bulevar,Milete Jakšića,77m²,,3 sobe,,,,novo,,2/4 sprata (nije poslednji sprat),ima lift (1),terasa,,,kupatilo,prazno,"telefon, interfon",,,,,,1053,"BEZ PROVIZIJE!Stan na atrativnoj lokaciji na 2 spratu.Stan je 68.45m2 sa terasom od 8.78m2Cena stana je sa PDV-om.Rok za završetak zgrade je jun 2022. godine.Ulazna vrata :  sigurnosnaSpoljna stolarija : aluminijumska sa električnim roletnamaParket : hrastov 1 klaseKeramika : italijanska ili španska 1 klaseSanitarije : italijanske ili španske 1 klase, tuš kabinaUnutrašnja stolarija : farbani medijapan u beloj bojiGrejanje/hlađenje : toplotne pumpePodno grejanje : u kuhinji i kupatiluAgencijska provizija 0%Agent:  Ivanka Bogosav      br. licence 640      “Art nekretnine“ d.o.o. Beograd. Reg. br.339011/4016-236011/4016-237www.artnekretnine.com",https://www.4zida.rs/prodaja/stanovi/beograd/oglas/milete-jaksica/619f6a10852b88651f60d834,44.8057102,20.4964001,3.400655067525601
prodaja,stan,105.000 €,Beograd,Voždovac opština,Lekino Brdo,Tetovska,60m²,,2 sobe,uknjiženo,grejanje na struju,,,,2/3 sprata (nije poslednji sprat),,"podrum, terasa",,,,prazno,,,,,,,86540,"Lekino brdo, Tetovska, 2.0, 60 m2 sa terasom, II od III sprata, ta, bez lifta, izvorno stanje, uknjizen na 54 m2, podrum, starogradnja.Stan je dvostrano orijentisan i svetao. Sastoji se od hodnika, dve komforne sobe, kuhinje sa trpezarijom, kupatila i terase (jedan deo je zastakljen, drugi otvoren).Nalazi se u blizini stanice gradskog prevoza, prodavnica, kao i ostalih sadrzaja potrebnih za kvalitetan zivot.Cena 105 000 evra.Agencijska provizija koju placa KUPAC iznosi 2 % od dogovorene kupoprodajne cene. Raicevic nekretnine 060/3056064",https://www.4zida.rs/prodaja/stanovi/beograd/oglas/tetovska/619e90969d7fb07ef128d766,44.7897167,20.4821727,3.712343579569145
prodaja,stan,255.000 €,Beograd,Zvezdara opština,Đeram,Vojvode Savatija,105m²,,4 sobe,uknjiženo,centralno grejanje,,novo,2010. godine,1/5 spratova (nije poslednji sprat),ima lift (1),terase (2),,1 garažno mesto,,prazno,,,,,,,86545,"Djeram, Vojvode Savatija, 4.0, 105 m2 sa dve terase, I od V spratova, cg, lift, tri klime, uknjizen na 105 m2, mogucnost kupovine garaze i parking mesta, zgrada iz 2010. godine.Ovaj lep porodicni stan sastoji se od hodnika, dnevnog boravka sa kuhinjom i trpezarijom, tri spavace sobe, dva kupatila, dve terase i ostave.Dvostrano je orijentisan. Nalazi se u mirnoj jednosmernoj ulici u blizini Djeram pijace i Bulevara kralja Aleksandra. Svi sadrzaji neophodni za svakodnevni zivot porodice nalaze se u neposrednoj blizini.Stan se prodaje namesten. Kuhinja je opremljena nemackom belom tehnikom, kvalitetna pvc stolarija, komarnici, dosta prostora za odlaganje. U stanu ostaju i tri klime, masina za pranje i susenje vesa, kao i dodatni mali frizider u ostavi.Od ulaganja, potrebno je krecenje i hoblovanje parketa.Stan je deljiv i na dve stambene jedinice, sto dodatno olaksava i cinjenica da postoje i dve razvodne table za struju.Troskovi za infostan iznose 12 000 dinara.Postoji mogucnost kupovine uknjizenog garaze od 12 m2 sa posebnim ulazom po ceni od 20 000 evra. Uz to se dobija i parking mesto ispred pomenute garaze.Cena 255 000 evra.Agencijska provizija koju placa KUPAC iznosi 2 % od dogovorene kupoprodajne cene. Raicevic nekretnine 060/3056064",https://www.4zida.rs/prodaja/stanovi/beograd/oglas/vojvode-savatija/619e909c9d7fb07ef128d76a,44.8027374,20.4867651,2.8972359647441865
prodaja,stan,147.000 €,Beograd,Voždovac opština,Voždovac,Vozdovacka crkva,86m²,,4 sobe,uknjiženo,grejanje na gas,,novo,2004. godine,2/2 sprata,,"terasa, lođa",,1 garažno mesto,,prazno,"telefon, interfon",useljivo,,,,,86544,"Vozdovac,Vozdovacka crkva,4.0,86 m2 sa terasom + lodja od 1 m2 koja nije u ovoj kvadraturi,II od II sprata,grejanje na gas,telefon,bez lifta,interfon,useljiv po dogovoru,uknjizen,novogradnja iz 2004. godine. Dvostran stan, u mirnoj i lepoj ulici u blizini Vitanovacke. Odvojen spavaci deo od dnevnog boravka, sa odlicnim rasporedom: predsoblje,3 spavace sobe,kupatilo sa hidromasaznom kadom,dnevna soba u sklopu koje je odvojena kuhinja sank pultom i poluzidom i trpezarija kao deo dnevnog boravka.Tu je i veca terasa, a posebno iz radne sobe se izlazi na jednu malu zastakljenu lodju. Sve u svemu odlican stan u odlicnoj zgradi. Garaza je izvan ove cene, za nju se trazi 15 000 evra, uknjizena je i to na 18 m2. Cena 147 000 evra. Agencijska provizija koju placa KUPAC iznosi 2 % od dogovorene kupoprodajne cene. RAICEVIC NEKRETNINE 011/4076384",https://www.4zida.rs/prodaja/stanovi/beograd/oglas/vozdovacka-crkva/619e90a59d7fb07ef128d774,44.6004393,20.3265551,26.281733700926193
prodaja,stan,348.000 €,Beograd,Stari Grad opština,Beograd centar,Majke Jevrosime,113m²,,3.5 sobe,uknjiženo,centralno grejanje,,,1966. godine,4/7 spratova (nije poslednji sprat),ima lift (1),"podrum, terasa",1 parking mesto,,,,"telefon, kablovska, internet, video nadzor, interfon, klima",,,,,,1458,"POZVATI:  060/4487788, SLAVICAU zgradi iz 1966 god (bliže Kondinoj), izuzetan 3.5 stan na 4 spratu/ 7,svetao i prostran, dvostrano orijentisan, 104+T9 kvm. Odličan raspored :veliki dnevni boravak 30 kvm, 2 komforne spavaće sobe, garderober i kupatilo kao zaseban spavaći blok. Kuhinja,ostava,trpezarija,radna soba i toalet.Stan sa dva ulaza, mogućnost podele na 2 jedinice. Iz dnevne sobe i kuhinje izlaz na prelepu terasu od 9 kvm.Grejanje cg,  garazno mesto, uknjižen.Ag. provizija 2%, SC061119 tel. 060/4487788",https://www.4zida.rs/prodaja/stanovi/beograd/oglas/majke-jevrosime/614a94620f0931234e7f812e,44.812052,20.4691758,1.1637496549025328
prodaja,stan,160.000 €,Beograd,Savski Venac,Savamala,Sarajevska,70m²,,3 sobe,uknjiženo,centralno grejanje,,renovirano,1970. godine,8/11 spratova (nije poslednji sprat),ima lift (1),terasa,,,,namešteno,"telefon, kablovska, internet, video nadzor, interfon, klima",,,,,,1592,"POZVATI: Slavica 060/4487788Zgrada gradjena 70-tih god. tacno preko puta nekadašnje američke ambasade. Ulaz u potpunosti renoviran, nova kapija, nov lift.U toku pregovori za renoviraje fasade. Cela zgrada pokrivena kamerama.Na svakom spratu 4 stana. Hodnik u celoj zgradi ima prirodno osvetljenje.Stan je dvostrano orijentisan, vrlo svetao i nudi divan pogled na  centar grada.Trosoban, ima dve spavacće sobe, veliki dnevni boravak, kuhinju sa veikom trpezarijom, terasu koje gleda na Sarajevsku ulicu, kupatilo sa wc i odvojen wc, posebnu tehničku prostoriju za veš mašinu i bojler.Stan je vrlo komforan,raspored soba je vrlo lako promenljiv jer su stubovi nosači po ćoskovima stana.U celom stanu je parket, prozori  PVC, grejanje CG.Kompletno renoviran pocetkom 2019 godine.Uknjižen!sc060520 ,Ag.provizija 2%, tel. 060/4487788",https://www.4zida.rs/prodaja/stanovi/beograd/oglas/sarajevska/612b8b17bd03924d05494304,44.850046,20.3811101,6.981740222984074
prodaja,stan,106.400 €,Beograd,Voždovac opština,Medaković,Borivoja Stevanovića,66m²,,2.5 sobe,uknjiženo,centralno grejanje,,,,6/8 spratova (nije poslednji sprat),ima lift (2),"terasa, lođa",,,kupatilo,prazno,,,,,,,,"Površina stana je 66.5m2. Topla voda i centralno grejanje, podrum 4,5 m2, blizina osnovne škole, ambulante, tržnog centra, prevoz 29 (tolejbus), 18, 20 i 50 (autobusi), 26 L i 26P (minibusi). 1600e/m2Oglasivač - vlasnik - Stanimir Vulićević 064/32-89-613dodatan kontakt tel. Damir - 067/7269-533",https://www.4zida.rs/prodaja/stanovi/beograd/oglas/borivoja-stevanovica/619eb030d85b6e31c857b77b,44.7757547,20.5024943,5.908135197595344
prodaja,stan,31.000 €,Beograd,Čukarica opština,Čukarica,Stevana Sremca,30m²,,1.5 soba,nije uknjiženo,grejanje na struju,,novo,,prizemlje/3 sprata (nije poslednji sprat),,,1 parking mesto,,,namešteno,,useljivo,,,,,102375514,"Agencijski ID: 75514, PR/III, izvorno stanje, ulaz dobar, novogradnja, fasada dobra, parking, stambena zgrada. Stan je u blizini autobuske stanice linije 55, obdaništa, škole i crkve. Veoma je praktičan jer su sve prostorije odvojene hodnikom: dnevna soba sa trpezarijom i kuhinjom koja je udvojena šankom, spavaća soba i kupatilo. Novogradnja, odmah useljivo. Stan je procesu legalizacije. Više informacija na: www.beocitynekretnine.rs Agencijska provizija 2%. Telefoni: 060/328-3901 • 060/555-9720 • 011/328-3901. Kontakt van radnog vremena: info@beocitynekretnine.rs",https://www.4zida.rs/prodaja/stanovi/beograd/oglas/stevana-sremca/619ed2bd6d728870977f4bf3,44.8142374,20.4713944,1.2115365340624398
prodaja,stan,195.000 €,Beograd,Zemun opština,Zemun,Novogradska,85m²,,2 sobe,uknjiženo,centralno grejanje,,renovirano,,2/3 sprata (nije poslednji sprat),,terasa,,,,namešteno,"telefon, kablovska, internet, klima",useljivo,,,,,42842,"BEZ PROVIZIJE ZA KUPCE! GORNJI GRAD - NOVOGRADSKA - Predstavljamo kompletno renoviran stan u novijoj zgradi, luksuzno opremljen, na izuzetnoj lokaciji, nedaleko od Gardoša, Zemunskog keja i centra. Stan se nalazi u mirnoj ulici, u blizini škole, vrtića, gradskog prevoza i prodavnica.  Sastoji se od velikog dnevnog boravka sa trpezarijom i kuhinjom, spavaće sobe, kupatila i terase. Stanu pripada i velika ostava od 16 m2, kao i natkriveno parking mesto u dvorištu zgrade. Bez provizije za posredovanje - kupac plaća stvarne troškove agencije u fiksnom iznosu od 500 eur. ID oglasa: 42842.",https://www.4zida.rs/prodaja/stanovi/beograd/oglas/novogradska/619f38a2a77c5f17935b8393,44.847069,20.4021794,5.411141921571456
prodaja,stan,175.000 €,Beograd,Zemun opština,Zemun,Novogradska,83m²,,3 sobe,uknjiženo,centralno grejanje,,renovirano,,3/3 sprata,,terasa,,,,namešteno,"telefon, kablovska, internet, klima",useljivo,,,,,42843,"BEZ PROVIZIJE ZA KUPCE! GORNJI GRAD - NOVOGRADSKA - Predstavljamo kompletno renoviran stan u novijoj zgradi, luksuzno opremljen, na izuzetnoj lokaciji, nedaleko od Gardoša, Zemunskog keja i centra. Stan se nalazi u mirnoj ulici, u blizini škole, vrtića, gradskog prevoza i prodavnica.  Sastoji se od velikog dnevnog boravka sa trpezarijom i kuhinjom, dve spavaće sobe, kupatila i terase. Stanu pripada i pripadajući podrum, uređen tavan, kao i natkriveno parking mesto u dvorištu zgrade. Bez provizije za posredovanje - kupac plaća stvarne troškove agencije u fiksnom iznosu od 500 eur.   ID oglasa: 42843.",https://www.4zida.rs/prodaja/stanovi/beograd/oglas/novogradska/619f38a2a77c5f17935b8398,44.847069,20.4021794,5.411141921571456
prodaja,stan,247.015 €,Beograd,Vračar,Beograd,Gospodara Vučića,83m²,,3 sobe,,,,,,3/6 spratova (nije poslednji sprat),,terasa,,2 garažna mesta,"kupatilo, toalet",,klima,,,,,,76181653,"Novi koncept života, u pametnoj, samostojećoj zgradi u Gospodara Vučića.  Budućnost ne samo da je zakucala na naša vrata, nego je tu među nama.  Prvoklasan izbor materijala, uklopljenih tako da štede energiju i novac, a maksimalno pojednostavljuju korišćenje modernih sadržaja.  Vaš stan u ovoj zgradi će se prilagoditi trenutnoj aktivnosti, raspoloženju, navikama i životnom stilu svakog ukućanina. Zato ne propustite ovakvu nekretninu !!!  Grejanje i hlađenje putem toplotnih pumpi.   Mogućnost kupovine garažnog mesta po ceni od 15000€ - 25000€ + PDV",https://www.4zida.rs/prodaja/stanovi/beograd/oglas/gospodara-vucica/619f397763a87e683a027e9c,44.7927438,20.5034965,4.621981593511354
prodaja,stan,650.000 €,Beograd,Voždovac opština,Lekino Brdo,Miklošićeva,260m²,,6 soba,uknjiženo,etažno grejanje,,novo,2013. godine,3/4 sprata (nije poslednji sprat),ima lift (1),terasa,1 parking mesto,1 garažno mesto,,namešteno,klima,useljivo,,,,,102419554,"Agencijski ID: 19554, III/IV, dupleks, klima, lift, terasa, uknjižen, izvorno stanje, novogradnja, garaža(3), parking, ostava, stambena zgrada. Zgrada izuzetnog kvaliteta sa malim brojem stanova. Arhitektonski koncept objekta savršeno je uklopljen u okruženje i ostavlja snažan utisak izgledom i elegancijom boja i izborom materijala u završnoj obradi fasade. Prostorno rešenje stana odiše notom komfora i udobnosti, pružajući Vam mir i privatnost stanovanja uz sopstveni lift samo za taj stan iz PR i garaze. Sistem grejanja i hlađenja-toplotne pumpe vazduh-voda, u sistemu sa fan coil uređajima za grejanje i hlađenje i podnim grejanjem,poseduje i kamin na drva. U ceni su kompletan namestaj, tri garazna mesta, dve ostave i dva parking mesta u dvoristu. Za svaku preporuku viseclanoj porodici, decije sobe imaju svoja kupatila i zajednicku dnevnu sobu.Stan odise komforom i luksuzom, prodaje se sa komplet namestajem. Verica. Više informacija na: www.beocitynekretnine.rs Agencijska provizija 2%. Telefoni: 060/328-3901 • 060/555-9720 • 011/328-3901. Kontakt van radnog vremena: info@beocitynekretnine.rs",https://www.4zida.rs/prodaja/stanovi/beograd/oglas/miklosiceva/5e28dfc627317155bf393ac3,44.7903378,20.4820335,3.6483121573338084
prodaja,stan,89.300 €,Beograd,Zvezdara opština,Cvetkova Pijaca,DOM ZDRAVLJA ZVEZDARA,47m²,,2 sobe,nije uknjiženo,etažno grejanje,,novo,2021. godine,2/4 sprata (nije poslednji sprat),ima lift (1),terasa,,1 garažno mesto,,prazno,interfon,useljivo,,,,,1959,"Lep dvosoban stan, svetao u mirnoj ulici u blizini Doma zdravlja Zvezdara. Mogucnost kupovine garaze 10.000eur+PDV Stan ima 47m2, cena 1900eur/m2 + PDV, rok useljenja 12.2021GOD. provizija 2% gr.dozvola Vesna Jovanovic br. lic. 040 063/205-030 2/4 DOM ZDRAVLJA ZVEZDARA",https://www.4zida.rs/prodaja/stanovi/beograd/oglas/dom-zdravlja-zvezdara/617a6b2726556c438c0c529b,44.79166585,20.506195624777494,4.864638368574638
prodaja,stan,220.000 €,Beograd,Stari Grad opština,Terazije,NUSICEVA,83m²,,3 sobe,uknjiženo,centralno grejanje,,,,3/6 spratova (nije poslednji sprat),ima lift (1),terasa,,,,prazno,"telefon, interfon",useljivo,,,,,1947,"Izuzetan stan na odlicnoj lokaciji. Opremljen po najvisim standardima i kao takav se prodaje. Zgrada u pesackoj zoni, sredjena i odzavana. PROVIZIJA 2% uknjizen SUNCICA  ZIVKOVIC  br lic. 1748 063/803-00-82 3/6 NUSICEVA",https://www.4zida.rs/prodaja/stanovi/beograd/oglas/nusiceva/614db45f99d25c16201a456d,44.8144669,20.4625279,0.5818897201167976
